Year,Name,Team,Position,Game Date,Home or Away,Opponent,Location,Zipcode,Temperature,Wind Speed,Pressure,Extra Points Made,Extra Points Attempted,Percentage of Extra Points Made
2014,"Bullock, Randy",CIN,K,11/16,Away,CLE,FirstEnergy Stadium,44114,31.0 °F,5.75 MPH,30.22 IN,2,2,100
2014,"Bullock, Randy",CIN,K,11/23,Home,CIN,Paul Brown Stadium,45202,50.3 °F,5.64 MPH,29.92 IN,1,1,100
2014,"Bullock, Randy",CIN,K,11/30,Home,TEN,Paul Brown Stadium,45202,60.9 °F,15.19 MPH,29.93 IN,6,6,100
2014,"Bullock, Randy",CIN,K,12/07,Away,JAX,TIAA Bank Field,32202,64.4 °F,11.51 MPH,30.12 IN,3,3,100
2014,"Bullock, Randy",CIN,K,12/14,Away,IND,Lucas Oil Stadium,46225,43.3 °F,6.33 MPH,30.16 IN,1,1,100
2014,"Bullock, Randy",CIN,K,12/21,Home,BAL,Paul Brown Stadium,45202,30.1 °F,1.73 MPH,30.30 IN,1,1,100
2014,"Bullock, Randy",CIN,K,12/28,Home,JAX,Paul Brown Stadium,45202,40.3 °F,5.52 MPH,30.15 IN,3,3,100
2014,"Novak, Nick",HOU,K,09/08,Away,ARI,State Farm Stadium,85305,82.9 °F,8.52 MPH,29.79 IN,2,2,100
2014,"Novak, Nick",HOU,K,09/14,Home,SEA,NRG Stadium,77054,71.1 °F,8.17 MPH,No data.,3,3,100
2014,"Novak, Nick",HOU,K,09/21,Away,BUF,New Era Field,14127,70.3 °F,17.49 MPH,29.69 IN,2,2,100
2014,"Novak, Nick",HOU,K,09/28,Home,JAX,NRG Stadium,77054,78.5 °F,5.06 MPH,No data.,3,3,100
2014,"Novak, Nick",HOU,K,10/05,Home,NYJ,NRG Stadium,77054,71.3 °F,3.57 MPH,No data.,4,4,100
2014,"Novak, Nick",HOU,K,10/12,Away,OAK,Oakland–Alameda County Coliseum,94621,65.0 °F,4.60 MPH,29.97 IN,4,4,100
2014,"Novak, Nick",HOU,K,10/19,Home,KC,NRG Stadium,77054,73.0 °F,4.83 MPH,No data.,2,2,100
2014,"Novak, Nick",HOU,K,10/23,Away,DEN,Broncos Stadium at Mile High,80204,54.8 °F,6.44 MPH,30.03 IN,3,3,100
2014,"Novak, Nick",HOU,K,11/02,Away,MIA,Hard Rock Stadium,33056,60.8 °F,8.52 MPH,30.18 IN,--,--,--
2014,"Novak, Nick",HOU,K,11/16,Home,OAK,NRG Stadium,77054,57.6 °F,4.60 MPH,No data.,1,1,100
2014,"Novak, Nick",HOU,K,11/23,Home,LAR,NRG Stadium,77054,67.4 °F,8.98 MPH,No data.,3,3,100
2014,"Novak, Nick",HOU,K,11/30,Away,BAL,M&T Bank Stadium,21230,46.0 °F,No data.,30.15 IN,4,4,100
2014,"Novak, Nick",HOU,K,12/07,Home,NE,NRG Stadium,77054,59.9 °F,8.06 MPH,No data.,2,2,100
2014,"Novak, Nick",HOU,K,12/14,Home,DEN,NRG Stadium,77054,67.3 °F,8.52 MPH,No data.,1,1,100
2014,"Novak, Nick",HOU,K,12/20,Away,SF,Levi's Stadium,95054,56.8 °F,2.99 MPH,30.16 IN,5,5,100
2014,"Novak, Nick",HOU,K,12/28,Away,KC,Arrowhead Stadium,64129,29.2 °F,4.14 MPH,30.25 IN,1,1,100
2014,"Vinatieri, Adam",IND,K,09/07,Away,DEN,Broncos Stadium at Mile High,80204,66.0 °F,9.09 MPH,30.02 IN,3,3,100
2014,"Vinatieri, Adam",IND,K,09/15,Home,PHI,Lucas Oil Stadium,46225,56.5 °F,4.26 MPH,30.17 IN,3,3,100
2014,"Vinatieri, Adam",IND,K,09/21,Away,JAX,TIAA Bank Field,32202,78.7 °F,8.52 MPH,29.97 IN,5,5,100
2014,"Vinatieri, Adam",IND,K,09/28,Home,TEN,Lucas Oil Stadium,46225,69.9 °F,3.11 MPH,30.11 IN,5,5,100
2014,"Vinatieri, Adam",IND,K,10/05,Home,BAL,Lucas Oil Stadium,46225,47.8 °F,11.16 MPH,29.82 IN,2,2,100
2014,"Vinatieri, Adam",IND,K,10/09,Away,HOU,NRG Stadium,77054,80.2 °F,4.72 MPH,No data.,3,3,100
2014,"Vinatieri, Adam",IND,K,10/19,Home,CIN,Lucas Oil Stadium,46225,48.1 °F,7.60 MPH,30.19 IN,3,3,100
2014,"Vinatieri, Adam",IND,K,10/26,Away,PIT,Heinz Field,15212,55.1 °F,10.82 MPH,29.85 IN,4,4,100
2014,"Vinatieri, Adam",IND,K,11/03,Away,NYG,MetLife Stadium,7073,47.9 °F,11.16 MPH,"",4,4,100
2014,"Vinatieri, Adam",IND,K,11/16,Home,NE,Lucas Oil Stadium,46225,31.0 °F,4.26 MPH,30.18 IN,2,2,100
2014,"Vinatieri, Adam",IND,K,11/23,Home,JAX,Lucas Oil Stadium,46225,50.3 °F,11.39 MPH,29.87 IN,2,2,100
2014,"Vinatieri, Adam",IND,K,11/30,Home,WAS,Lucas Oil Stadium,46225,59.3 °F,18.99 MPH,29.83 IN,7,7,100
2014,"Vinatieri, Adam",IND,K,12/07,Away,CLE,FirstEnergy Stadium,44114,34.4 °F,13.23 MPH,30.62 IN,1,1,100
2014,"Vinatieri, Adam",IND,K,12/14,Home,HOU,Lucas Oil Stadium,46225,43.3 °F,6.33 MPH,30.16 IN,2,2,100
2014,"Vinatieri, Adam",IND,K,12/21,Away,DAL,AT&T Stadium,76011,48.0 °F,8.52 MPH,30.05 IN,1,1,100
2014,"Vinatieri, Adam",IND,K,12/28,Away,TEN,Nissan Stadium,37213,45.1 °F,4.83 MPH,30.14 IN,3,3,100
2014,"Folk, Nick",NYJ,K,09/07,Home,OAK,MetLife Stadium,7073,72.7 °F,6.10 MPH,"",1,1,100
2014,"Folk, Nick",NYJ,K,09/14,Away,GB,Lambeau Field,54304,52.6 °F,9.44 MPH,30.24 IN,3,3,100
2014,"Folk, Nick",NYJ,K,09/22,Home,CHI,MetLife Stadium,7073,67.3 °F,10.59 MPH,"",1,1,100
2014,"Folk, Nick",NYJ,K,09/28,Home,DET,MetLife Stadium,7073,71.1 °F,2.65 MPH,"",2,2,100
2014,"Folk, Nick",NYJ,K,10/05,Away,LAC,StubHub Center,90746,74.5 °F,3.11 MPH,29.87 IN,--,--,--
2014,"Folk, Nick",NYJ,K,10/12,Home,DEN,MetLife Stadium,7073,53.1 °F,2.53 MPH,"",2,2,100
2014,"Folk, Nick",NYJ,K,10/16,Away,NE,Gillete Stadium,2035,67.1 °F,15.77 MPH,"",1,1,100
2014,"Folk, Nick",NYJ,K,10/26,Home,BUF,MetLife Stadium,7073,58.2 °F,11.51 MPH,"",2,2,100
2014,"Folk, Nick",NYJ,K,11/02,Away,KC,Arrowhead Stadium,64129,54.0 °F,14.27 MPH,30.18 IN,1,1,100
2014,"Folk, Nick",NYJ,K,11/09,Home,PIT,MetLife Stadium,7073,49.1 °F,4.72 MPH,"",2,2,100
2014,"Folk, Nick",NYJ,K,11/24,Away,BUF,New Era Field,14127,54.9 °F,19.79 MPH,29.43 IN,0,0,--
2014,"Folk, Nick",NYJ,K,12/01,Home,MIA,MetLife Stadium,7073,51.4 °F,4.49 MPH,"",1,1,100
2014,"Folk, Nick",NYJ,K,12/07,Away,MIN,U.S. Bank Stadium,55415,27.9 °F,11.05 MPH,30.47 IN,1,1,100
2014,"Folk, Nick",NYJ,K,12/14,Away,TEN,Nissan Stadium,37213,46.0 °F,1.04 MPH,30.21 IN,1,1,100
2014,"Folk, Nick",NYJ,K,12/21,Home,NE,MetLife Stadium,7073,33.0 °F,5.06 MPH,"",1,1,100
2014,"Folk, Nick",NYJ,K,12/28,Away,MIA,Hard Rock Stadium,33056,74.7 °F,5.52 MPH,30.15 IN,4,4,100
2014,"Walsh, Blair",MIN,K,09/07,Away,LAR,Los Angeles Memorial Coliseum,90037,77.4 °F,1.38 MPH,29.78 IN,4,4,100
2014,"Walsh, Blair",MIN,K,09/14,Home,NE,U.S. Bank Stadium,55415,56.4 °F,9.90 MPH,30.14 IN,1,1,100
2014,"Walsh, Blair",MIN,K,09/21,Away,NO,Mercedes-Benz Superdome,70112,81.2 °F,10.13 MPH,29.98 IN,0,0,--
2014,"Walsh, Blair",MIN,K,09/28,Home,ATL,U.S. Bank Stadium,55415,71.1 °F,4.95 MPH,30.10 IN,3,3,100
2014,"Walsh, Blair",MIN,K,10/02,Away,GB,Lambeau Field,54304,60.1 °F,4.49 MPH,29.86 IN,1,1,100
2014,"Walsh, Blair",MIN,K,10/12,Home,DET,U.S. Bank Stadium,55415,49.8 °F,12.54 MPH,29.92 IN,0,0,--
2014,"Walsh, Blair",MIN,K,10/19,Away,BUF,New Era Field,14127,42.5 °F,12.08 MPH,30.05 IN,1,1,100
2014,"Walsh, Blair",MIN,K,10/26,Away,TB,Raymond James Stadium,33607,68.3 °F,4.72 MPH,30.00 IN,1,1,100
2014,"Walsh, Blair",MIN,K,11/02,Home,WAS,U.S. Bank Stadium,55415,41.8 °F,12.08 MPH,30.11 IN,3,3,100
2014,"Walsh, Blair",MIN,K,11/16,Away,CHI,Soldier Field,60605,30.2 °F,7.36 MPH,30.15 IN,1,1,100
2014,"Walsh, Blair",MIN,K,11/23,Home,GB,U.S. Bank Stadium,55415,43.3 °F,6.33 MPH,29.46 IN,1,1,100
2014,"Walsh, Blair",MIN,K,11/30,Home,CAR,U.S. Bank Stadium,55415,18.0 °F,14.04 MPH,29.95 IN,4,4,100
2014,"Walsh, Blair",MIN,K,12/07,Home,NYJ,U.S. Bank Stadium,55415,27.9 °F,11.05 MPH,30.47 IN,3,3,100
2014,"Walsh, Blair",MIN,K,12/14,Away,DET,Ford Field,48226,48.0 °F,7.13 MPH,30.04 IN,2,2,100
2014,"Walsh, Blair",MIN,K,12/21,Away,MIA,Hard Rock Stadium,33056,71.8 °F,3.91 MPH,30.07 IN,3,3,100
2014,"Walsh, Blair",MIN,K,12/28,Home,CHI,U.S. Bank Stadium,55415,14.1 °F,4.49 MPH,30.18 IN,1,1,100
2014,"Tucker, Justin",BAL,K,09/07,Home,CIN,M&T Bank Stadium,21230,74.3 °F,No data.,30.06 IN,1,1,100
2014,"Tucker, Justin",BAL,K,09/11,Home,PIT,M&T Bank Stadium,21230,78.3 °F,No data.,29.92 IN,2,2,100
2014,"Tucker, Justin",BAL,K,09/21,Away,CLE,FirstEnergy Stadium,44114,69.1 °F,14.50 MPH,29.78 IN,2,2,100
2014,"Tucker, Justin",BAL,K,09/28,Home,CAR,M&T Bank Stadium,21230,71.2 °F,No data.,30.15 IN,5,5,100
2014,"Tucker, Justin",BAL,K,10/05,Away,IND,Lucas Oil Stadium,46225,47.8 °F,11.16 MPH,29.82 IN,1,1,100
2014,"Tucker, Justin",BAL,K,10/12,Away,TB,Raymond James Stadium,33607,80.2 °F,3.68 MPH,30.03 IN,6,6,100
2014,"Tucker, Justin",BAL,K,10/19,Home,ATL,M&T Bank Stadium,21230,53.9 °F,No data.,29.96 IN,3,3,100
2014,"Tucker, Justin",BAL,K,10/26,Away,CIN,Paul Brown Stadium,45202,57.8 °F,3.68 MPH,29.98 IN,1,1,100
2014,"Tucker, Justin",BAL,K,11/02,Away,PIT,Heinz Field,15212,37.6 °F,13.46 MPH,30.26 IN,2,2,100
2014,"Tucker, Justin",BAL,K,11/09,Home,TEN,M&T Bank Stadium,21230,49.9 °F,No data.,29.95 IN,3,3,100
2014,"Tucker, Justin",BAL,K,11/24,Away,NO,Mercedes-Benz Superdome,70112,65.3 °F,12.54 MPH,29.82 IN,4,4,100
2014,"Tucker, Justin",BAL,K,11/30,Home,LAC,M&T Bank Stadium,21230,46.0 °F,No data.,30.15 IN,3,3,100
2014,"Tucker, Justin",BAL,K,12/07,Away,MIA,Hard Rock Stadium,33056,72.7 °F,4.83 MPH,30.06 IN,4,4,100
2014,"Tucker, Justin",BAL,K,12/14,Home,JAX,M&T Bank Stadium,21230,41.9 °F,No data.,29.98 IN,2,2,100
2014,"Tucker, Justin",BAL,K,12/21,Away,HOU,NRG Stadium,77054,53.8 °F,4.49 MPH,No data.,1,1,100
2014,"Tucker, Justin",BAL,K,12/28,Home,CLE,M&T Bank Stadium,21230,48.8 °F,No data.,30.00 IN,2,2,100
2014,"Gano, Graham",CAR,K,09/07,Away,TB,Raymond James Stadium,33607,80.5 °F,4.26 MPH,30.00 IN,2,2,100
2014,"Gano, Graham",CAR,K,09/14,Home,DET,Bank of America Stadium,28202,68.1 °F,7.60 MPH,30.21 IN,1,1,100
2014,"Gano, Graham",CAR,K,09/21,Home,PIT,Bank of America Stadium,28202,70.8 °F,5.52 MPH,29.94 IN,1,1,100
2014,"Gano, Graham",CAR,K,09/28,Away,BAL,M&T Bank Stadium,21230,71.2 °F,No data.,30.15 IN,1,1,100
2014,"Gano, Graham",CAR,K,10/05,Home,CHI,Bank of America Stadium,28202,51.4 °F,3.80 MPH,29.96 IN,4,4,100
2014,"Gano, Graham",CAR,K,10/12,Away,CIN,Paul Brown Stadium,45202,50.3 °F,3.22 MPH,30.10 IN,4,4,100
2014,"Gano, Graham",CAR,K,10/19,Away,GB,Lambeau Field,54304,41.2 °F,5.64 MPH,30.09 IN,2,2,100
2014,"Gano, Graham",CAR,K,10/26,Home,SEA,Bank of America Stadium,28202,64.5 °F,6.56 MPH,29.91 IN,0,0,--
2014,"Gano, Graham",CAR,K,10/30,Home,NO,Bank of America Stadium,28202,58.6 °F,5.98 MPH,30.01 IN,1,1,100
2014,"Gano, Graham",CAR,K,11/10,Away,PHI,Lincoln Financial Field,19148,49.0 °F,2.76 MPH,30.10 IN,3,3,100
2014,"Gano, Graham",CAR,K,11/16,Home,ATL,Bank of America Stadium,28202,42.0 °F,2.07 MPH,30.30 IN,2,2,100
2014,"Gano, Graham",CAR,K,11/30,Away,MIN,U.S. Bank Stadium,55415,18.0 °F,14.04 MPH,29.95 IN,1,1,100
2014,"Gano, Graham",CAR,K,12/07,Away,NO,Mercedes-Benz Superdome,70112,57.4 °F,14.50 MPH,30.26 IN,5,5,100
2014,"Gano, Graham",CAR,K,12/14,Home,TB,Bank of America Stadium,28202,46.9 °F,2.99 MPH,30.04 IN,1,1,100
2014,"Gano, Graham",CAR,K,12/21,Home,CLE,Bank of America Stadium,28202,44.7 °F,4.03 MPH,30.24 IN,2,2,100
2014,"Gano, Graham",CAR,K,12/28,Away,ATL,Mercedes-Benz Stadium,30313,56.5 °F,5.64 MPH,30.11 IN,4,4,100
2014,"Bryant, Matt",ATL,K,09/07,Home,NO,Mercedes-Benz Stadium,30313,79.3 °F,4.14 MPH,29.97 IN,4,4,100
2014,"Bryant, Matt",ATL,K,09/14,Away,CIN,Paul Brown Stadium,45202,55.6 °F,1.84 MPH,30.29 IN,1,1,100
2014,"Bryant, Matt",ATL,K,09/18,Home,TB,Mercedes-Benz Stadium,30313,73.0 °F,5.18 MPH,29.93 IN,8,8,100
2014,"Bryant, Matt",ATL,K,09/28,Away,MIN,U.S. Bank Stadium,55415,71.1 °F,4.95 MPH,30.10 IN,4,4,100
2014,"Bryant, Matt",ATL,K,10/05,Away,NYG,MetLife Stadium,7073,52.9 °F,9.09 MPH,29.79 IN,2,2,100
2014,"Bryant, Matt",ATL,K,10/12,Home,CHI,Mercedes-Benz Stadium,30313,75.6 °F,3.57 MPH,30.02 IN,1,1,100
2014,"Bryant, Matt",ATL,K,10/19,Away,BAL,M&T Bank Stadium,21230,53.9 °F,No data.,29.96 IN,1,1,100
2014,"Bryant, Matt",ATL,K,10/26,Home,DET,Mercedes-Benz Stadium,30313,68.0 °F,7.60 MPH,29.99 IN,3,3,100
2014,"Bryant, Matt",ATL,K,11/09,Away,TB,Raymond James Stadium,33607,60.9 °F,6.79 MPH,29.92 IN,1,1,100
2014,"Bryant, Matt",ATL,K,11/16,Away,CAR,Bank of America Stadium,28202,42.0 °F,2.07 MPH,30.30 IN,1,1,100
2014,"Bryant, Matt",ATL,K,11/23,Home,CLE,Mercedes-Benz Stadium,30313,52.2 °F,13.12 MPH,30.06 IN,3,3,100
2014,"Bryant, Matt",ATL,K,11/30,Home,ARI,Mercedes-Benz Stadium,30313,53.4 °F,5.64 MPH,30.27 IN,2,2,100
2014,"Bryant, Matt",ATL,K,12/08,Away,GB,Lambeau Field,54304,33.3 °F,8.52 MPH,30.18 IN,4,4,100
2014,"Bryant, Matt",ATL,K,12/14,Home,PIT,Mercedes-Benz Stadium,30313,44.0 °F,10.47 MPH,30.11 IN,2,2,100
2014,"Bryant, Matt",ATL,K,12/21,Away,NO,Mercedes-Benz Superdome,70112,55.0 °F,9.67 MPH,30.10 IN,3,3,100
2014,"Bryant, Matt",ATL,K,12/28,Home,CAR,Mercedes-Benz Stadium,30313,56.5 °F,5.64 MPH,30.11 IN,0,0,--
2014,"Zuerlein, Greg",LAR,K,09/07,Home,MIN,Los Angeles Memorial Coliseum,90037,77.4 °F,1.38 MPH,29.78 IN,0,0,--
2014,"Zuerlein, Greg",LAR,K,09/14,Away,TB,Raymond James Stadium,33607,81.1 °F,6.44 MPH,30.08 IN,1,1,100
2014,"Zuerlein, Greg",LAR,K,09/21,Home,DAL,Los Angeles Memorial Coliseum,90037,70.3 °F,1.38 MPH,29.93 IN,4,4,100
2014,"Zuerlein, Greg",LAR,K,10/05,Away,PHI,Lincoln Financial Field,19148,53.3 °F,11.05 MPH,29.85 IN,4,4,100
2014,"Zuerlein, Greg",LAR,K,10/13,Home,SF,Los Angeles Memorial Coliseum,90037,70.9 °F,0.81 MPH,29.94 IN,2,2,100
2014,"Zuerlein, Greg",LAR,K,10/19,Home,SEA,Los Angeles Memorial Coliseum,90037,68.2 °F,1.38 MPH,29.86 IN,4,4,100
2014,"Zuerlein, Greg",LAR,K,10/26,Away,KC,Arrowhead Stadium,64129,69.4 °F,8.40 MPH,29.85 IN,1,1,100
2014,"Zuerlein, Greg",LAR,K,11/02,Away,SF,Levi's Stadium,95054,53.5 °F,4.49 MPH,30.08 IN,1,1,100
2014,"Zuerlein, Greg",LAR,K,11/09,Away,ARI,State Farm Stadium,85305,68.4 °F,4.37 MPH,29.95 IN,2,2,100
2014,"Zuerlein, Greg",LAR,K,11/16,Home,DEN,Los Angeles Memorial Coliseum,90037,63.6 °F,1.73 MPH,30.07 IN,1,1,100
2014,"Zuerlein, Greg",LAR,K,11/23,Away,LAC,StubHub Center,90746,63.0 °F,2.65 MPH,30.06 IN,3,3,100
2014,"Zuerlein, Greg",LAR,K,11/30,Home,OAK,Los Angeles Memorial Coliseum,90037,62.7 °F,4.72 MPH,29.91 IN,7,7,100
2014,"Zuerlein, Greg",LAR,K,12/07,Away,WAS,FedExField,20785,41.3 °F,15.77 MPH,30.43 IN,1,2,50
2014,"Zuerlein, Greg",LAR,K,12/11,Home,ARI,Los Angeles Memorial Coliseum,90037,63.1 °F,3.45 MPH,29.94 IN,0,0,--
2014,"Zuerlein, Greg",LAR,K,12/21,Home,NYG,Los Angeles Memorial Coliseum,90037,58.2 °F,0.69 MPH,30.12 IN,3,3,100
2014,"Zuerlein, Greg",LAR,K,12/28,Away,SEA,CenturyLink Field,98134,44.3 °F,3.57 MPH,30.14 IN,0,0,--
2014,"Santos, Cairo",KC,K,09/07,Home,TEN,Arrowhead Stadium,64129,67.4 °F,4.37 MPH,30.17 IN,1,1,100
2014,"Santos, Cairo",KC,K,09/14,Away,DEN,Broncos Stadium at Mile High,80204,63.6 °F,8.29 MPH,29.97 IN,2,2,100
2014,"Santos, Cairo",KC,K,09/21,Away,MIA,Hard Rock Stadium,33056,79.4 °F,2.99 MPH,29.98 IN,4,4,100
2014,"Santos, Cairo",KC,K,09/29,Home,NE,Arrowhead Stadium,64129,72.7 °F,1.73 MPH,30.02 IN,5,5,100
2014,"Santos, Cairo",KC,K,10/05,Away,SF,Levi's Stadium,95054,72.4 °F,2.88 MPH,29.92 IN,2,2,100
2014,"Santos, Cairo",KC,K,10/19,Away,LAC,StubHub Center,90746,67.6 °F,3.11 MPH,29.87 IN,2,2,100
2014,"Santos, Cairo",KC,K,10/26,Home,LAR,Arrowhead Stadium,64129,69.4 °F,8.40 MPH,29.85 IN,4,4,100
2014,"Santos, Cairo",KC,K,11/02,Home,NYJ,Arrowhead Stadium,64129,54.0 °F,14.27 MPH,30.18 IN,3,3,100
2014,"Santos, Cairo",KC,K,11/09,Away,BUF,New Era Field,14127,40.6 °F,10.93 MPH,29.87 IN,2,2,100
2014,"Santos, Cairo",KC,K,11/16,Home,SEA,Arrowhead Stadium,64129,26.3 °F,7.02 MPH,30.19 IN,3,3,100
2014,"Santos, Cairo",KC,K,11/20,Away,OAK,Oakland–Alameda County Coliseum,94621,56.7 °F,3.80 MPH,30.08 IN,2,2,100
2014,"Santos, Cairo",KC,K,11/30,Home,DEN,Arrowhead Stadium,64129,42.0 °F,10.93 MPH,29.80 IN,1,1,100
2014,"Santos, Cairo",KC,K,12/07,Away,ARI,State Farm Stadium,85305,59.6 °F,3.57 MPH,30.14 IN,2,2,100
2014,"Santos, Cairo",KC,K,12/14,Home,OAK,Arrowhead Stadium,64129,58.6 °F,11.05 MPH,29.94 IN,4,4,100
2014,"Santos, Cairo",KC,K,12/21,Away,PIT,Heinz Field,15212,29.4 °F,1.73 MPH,30.31 IN,0,0,--
2014,"Santos, Cairo",KC,K,12/28,Home,LAC,Arrowhead Stadium,64129,29.2 °F,4.14 MPH,30.25 IN,1,1,100
